dataset,file_count,random_state,accuracy,balanced_accuracy,kappa,log_loss,roc_auc
mdd2,150,123,0.5714285714285714,0.5357142857142857,0.06896551724137923,0.7456172495547078,0.6020408163265307
mdd2,150,2021,0.8260869565217391,0.6722222222222223,0.4025974025974025,0.42720696380234285,0.7666666666666667
mdd2,150,7,0.7619047619047619,0.5833333333333334,0.14634146341463405,0.3790120074802278,0.8518518518518519
mdd3,150,1,0.6521739130434783,0.5089285714285714,0.021276595744680993,0.598049834436787,0.7232142857142857
mdd3,150,2,0.9565217391304348,0.9615384615384616,0.9125475285171103,0.28934073169437313,1.0
mdd3,150,3,0.6818181818181818,0.6833333333333333,0.36363636363636365,0.6603059803507972,0.7
mdd3,150,4,0.7391304347826086,0.7261904761904762,0.45238095238095244,0.5047890227808679,0.8174603174603174
mdd3,150,5,0.6521739130434783,0.6150793650793651,0.2396694214876034,0.6140888452188626,0.738095238095238
mdd3,150,6,0.5217391304347826,0.5079365079365079,0.015564202334630406,0.7438191811463689,0.5952380952380952
mdd3,150,7,0.43478260869565216,0.3526785714285714,-0.28326180257510725,0.9080178027353444,0.41071428571428575
mdd3,150,8,0.6363636363636364,0.5803571428571428,0.16981132075471705,0.6966260877160999,0.6517857142857144
mdd3,150,9,0.75,0.7428571428571429,0.48571428571428565,0.4616680137303985,0.8714285714285714
mdd3,150,10,0.7391304347826086,0.7063492063492063,0.4297520661157025,0.5911264031589318,0.8015873015873016
mdd3,150,42,0.75,0.7285714285714285,0.47058823529411764,0.6214248221655098,0.7571428571428571
mdd3,150,100,0.6363636363636364,0.6166666666666667,0.2413793103448275,0.745496799114623,0.6833333333333333
mdd3,150,123,0.782608695652174,0.7765151515151515,0.5593869731800767,0.6084257615993449,0.8106060606060606
mdd3,150,2021,0.7272727272727273,0.625,0.2978723404255319,0.49916692672946633,0.8928571428571428
mdd3,150,7,0.43478260869565216,0.3526785714285714,-0.28326180257510725,0.9080178027353444,0.41071428571428575
mdd2,140,1,0.5,0.4583333333333333,-0.0869565217391306,1.0096907798686063,0.42708333333333337
mdd2,140,2,0.4090909090909091,0.59375,0.11180124223602483,0.9898976934955109,0.9375
mdd2,140,3,0.8181818181818182,0.8,0.6206896551724137,0.4705338455078935,0.8916666666666666
mdd2,140,4,0.7727272727272727,0.7583333333333333,0.5299145299145299,0.5624431872485437,0.8333333333333334
mdd2,140,5,0.95,0.9375,0.8936170212765957,0.39286719634262857,0.8958333333333334
mdd2,140,6,0.6666666666666666,0.6111111111111112,0.24615384615384606,0.6286735816959739,0.8425925925925926
mdd2,140,7,0.6,0.6,0.19999999999999996,0.587309786541851,0.7100000000000001
mdd2,140,8,0.55,0.4791666666666667,-0.04651162790697683,0.9119027687034913,0.6666666666666666
mdd2,140,9,0.8695652173913043,0.7,0.5106382978723404,0.36601603936566246,0.8666666666666667
mdd2,140,10,0.4090909090909091,0.375,-0.24347826086956514,0.9321636907425804,0.4017857142857143
mdd2,140,42,0.6,0.7142857142857143,0.31034482758620696,0.7017358520243422,0.8690476190476191
mdd2,140,100,0.7391304347826086,0.6517857142857143,0.33009708737864085,0.4313094636136699,0.8660714285714286
mdd2,140,123,0.5714285714285714,0.5909090909090909,0.1746724890829695,0.6517374351965922,0.8363636363636364
mdd2,140,2021,0.4090909090909091,0.3833333333333333,-0.24347826086956514,0.979917266198585,0.5666666666666667
mdd2,140,7,0.6,0.6,0.19999999999999996,0.587309786541851,0.7100000000000001
mdd3,140,1,0.6666666666666666,0.5555555555555556,0.11111111111111116,0.5936678153314945,0.6759259259259259
mdd3,140,2,0.8695652173913043,0.8636363636363636,0.735632183908046,0.4849656098035631,0.8636363636363635
mdd3,140,3,0.7727272727272727,0.6354166666666666,0.32098765432098764,0.46748629779015194,0.8125
mdd3,140,4,0.6521739130434783,0.5753968253968254,0.1711711711711712,0.5183950671390195,0.8412698412698413
mdd3,140,5,0.5238095238095238,0.5138888888888888,0.0277777777777779,0.7795060410929725,0.6111111111111112
mdd3,140,6,0.36363636363636365,0.4,-0.18461538461538485,1.4080941837382015,0.5083333333333333
mdd3,140,7,0.7083333333333334,0.65,0.33333333333333337,0.6537691154970976,0.6000000000000001
mdd3,140,8,0.782608695652174,0.7619047619047619,0.5344129554655871,0.6732960504879631,0.7142857142857143
mdd3,140,9,0.8260869565217391,0.7777777777777778,0.603448275862069,0.49021926911230607,0.7857142857142857
mdd3,140,10,0.7391304347826086,0.7692307692307692,0.5035971223021583,0.5408653886498002,0.8692307692307693
mdd3,140,42,0.5454545454545454,0.5083333333333333,0.017857142857143016,0.6327503902240671,0.725
mdd3,140,100,0.5652173913043478,0.5606060606060606,0.12213740458015276,0.9073151833062131,0.553030303030303
mdd3,140,123,0.9130434782608695,0.8973214285714286,0.7946428571428572,0.3552881004713477,0.9464285714285715
mdd3,140,2021,0.7272727272727273,0.625,0.2978723404255319,0.536269591551294,0.8928571428571428
mdd3,140,7,0.7083333333333334,0.65,0.33333333333333337,0.6537691154970976,0.6000000000000001
mdd2,132,1,0.8181818181818182,0.5972222222222222,0.2413793103448275,0.4650601953172636,0.5972222222222222
mdd2,132,2,0.5,0.6071428571428571,0.16551724137931045,0.9730549800442556,0.6785714285714286
mdd2,132,3,0.5909090909090909,0.575,0.15384615384615385,0.6313012338081028,0.7583333333333333
mdd2,132,4,0.6666666666666666,0.7307692307692308,0.3950617283950618,0.6692179437205155,0.9038461538461537
mdd2,132,5,0.85,0.8541666666666667,0.6938775510204083,0.505883335571226,0.8125
mdd2,132,6,0.625,0.6071428571428572,0.21739130434782605,0.7837965254102217,0.6071428571428571
mdd2,132,7,0.7272727272727273,0.6785714285714286,0.37735849056603776,0.5303846661604882,0.7767857142857143
mdd2,132,8,0.5652173913043478,0.48660714285714285,-0.02678571428571419,0.6134507697244742,0.6607142857142857
mdd2,132,9,0.7,0.75,0.44444444444444453,0.9278623308068127,0.6354166666666666
mdd2,132,10,0.36363636363636365,0.3833333333333333,-0.22222222222222232,0.7864413284053534,0.6416666666666666
mdd2,132,42,0.6666666666666666,0.7307692307692308,0.3950617283950618,0.5231645363939476,0.8942307692307692
mdd2,132,100,0.625,0.6642857142857143,0.2987012987012987,0.8168689454858619,0.75
mdd2,132,123,0.85,0.8500000000000001,0.7,0.48010413056889095,0.92
mdd2,132,2021,0.9090909090909091,0.75,0.6206896551724137,0.37444966212383674,0.8888888888888888
mdd2,132,7,0.7272727272727273,0.6785714285714286,0.37735849056603776,0.5303846661604882,0.7767857142857143
mdd3,132,1,0.6,0.5625,0.13043478260869557,0.7102525568961936,0.6979166666666666
mdd3,132,2,0.5454545454545454,0.5833333333333333,0.12698412698412687,0.8263350568823923,0.7291666666666666
mdd3,132,3,0.6666666666666666,0.575,0.14035087719298245,0.5803402189657911,0.7
mdd3,132,4,0.5714285714285714,0.5818181818181818,0.15999999999999992,0.5636684457600859,0.8090909090909091
mdd3,132,5,0.75,0.75,0.5,0.5685796060461559,0.81
mdd3,132,6,0.5,0.5833333333333334,0.13793103448275867,1.1356796639688618,0.6458333333333333
mdd3,132,7,0.5,0.4027777777777778,-0.13084112149532712,0.812898427779114,0.5555555555555556
mdd3,132,8,0.65,0.6458333333333333,0.2857142857142858,0.5874082843127094,0.75
mdd3,132,9,0.6190476190476191,0.5555555555555556,0.125,0.7660265869289714,0.6759259259259259
mdd3,132,10,0.5263157894736842,0.5568181818181819,0.10471204188481675,1.0727994467509838,0.625
mdd3,132,42,0.7272727272727273,0.7083333333333333,0.37735849056603776,0.5943820029063517,0.6770833333333334
mdd3,132,100,0.47619047619047616,0.42857142857142855,-0.13793103448275867,0.853160775521421,0.5
mdd3,132,123,0.6666666666666666,0.6428571428571428,0.27586206896551724,0.6047312965149536,0.7653061224489796
mdd3,132,2021,0.4,0.47619047619047616,-0.0344827586206895,1.3728371139850073,0.44047619047619047
mdd3,132,7,0.5,0.4027777777777778,-0.13084112149532712,0.812898427779114,0.5555555555555556
