dataset,file_count,random_state,accuracy,balanced_accuracy,kappa,log_loss,roc_auc,harmonic_acc,kappa_acc_ratio,inv_log_loss,roc_auc_norm,composite_score,overfitting_flag,imbalance_signal,overconfident_model,stability_index,error_confidence_ratio
mdd2,180,42,0.8571428571428571,0.75,0.588235294117647,0.3449913244676055,0.94375,0.7999999950222222,0.6862745017973856,2.89862353077132,0.9357142750204082,1.111957393023141,False,False,True,0.7659926470588234,6.13317801130356
mdd2,180,100,0.8695652173913043,0.8660714285714286,0.703862660944206,0.395541820790207,0.8839285714285714,0.8678148015309978,0.8094420507772533,2.5281776089325785,0.8673469288629738,1.0921845877447958,False,False,True,0.7938956161863887,3.407744623986861
mdd2,180,123,0.6923076923076923,0.65625,0.3246753246753247,0.686778457055447,0.65,0.6737967864474249,0.4689754622013789,1.4560736073853418,0.5999999931428572,0.7242517615145946,False,False,False,0.48733766233766235,1.9622241069520172
mdd2,180,2021,0.6666666666666666,0.5,0.0,0.5678317276074271,0.78125,0.5714285665306124,0.0,1.7610850781492497,0.7499999914285714,0.7058294266747684,False,True,False,0.390625,2.5958020646830007
mdd2,180,7,0.7407407407407407,0.5625,0.0869565217391303,0.4648129857973901,0.6944444444444444,0.6394316114345567,0.11739130276304331,2.151402841662146,0.6507936433560091,0.7917228183665783,False,True,True,0.39070048309178734,1.5212060855519867
mdd3,180,1,0.8518518518518519,0.7142857142857143,0.5263157894736843,0.3917260489541593,0.8571428571428571,0.7770270220656046,0.6178489629987067,2.552804382403935,0.8367346843148689,1.0207493541790083,False,False,True,0.6917293233082706,2.742082150733364
mdd3,180,2,0.6785714285714286,0.65625,0.3225806451612902,0.6346833681948139,0.7135416666666666,0.6672240752689568,0.4753819963899561,1.5755887649747988,0.6726190399319728,0.752954576649665,False,False,False,0.5180611559139784,2.215621862534732
mdd3,180,3,0.8148148148148148,0.7357142857142858,0.4943820224719101,0.3629101478974028,0.9142857142857144,0.7732468812099075,0.606741565587334,2.755502920595314,0.9020408060174929,1.0555231777958574,False,False,True,0.7043338683788123,4.233951231508726
mdd3,180,4,0.5769230769230769,0.5535714285714286,0.1118012422360247,0.7635578463703987,0.7738095238095238,0.5650060703362768,0.19378881651677,1.3096584517557555,0.7414965901652091,0.6441418985054352,False,False,False,0.4428053830227743,3.375729276815837
mdd3,180,5,0.7407407407407407,0.5318181818181819,0.0689655172413793,0.4899998039779578,0.6727272727272727,0.6191295096208105,0.09310344701896552,2.0408171012999285,0.6259740188200371,0.7598019271849343,False,True,True,0.37084639498432603,1.497221577517545
mdd3,180,6,0.7037037037037037,0.5555555555555556,0.1428571428571428,0.6645255041672478,0.8395061728395062,0.6209150277489428,0.20300751591214872,1.5048331157805928,0.8165784739128246,0.7252840483930401,False,False,False,0.4911816578483245,4.1405048064414
mdd3,180,7,0.6785714285714286,0.6388888888888888,0.284090909090909,0.7417168790528731,0.6444444444444444,0.6581325251250183,0.41866028091160906,1.3482233110222668,0.5936507868662131,0.6929423697552983,False,False,False,0.46426767676767666,2.086078663665243
mdd3,180,8,0.4444444444444444,0.4423076923076923,-0.115702479338843,1.043164268662362,0.4835164835164836,0.44337348897593265,-0.2603305726549589,0.9586217822587724,0.4097331193361741,0.43007255349325835,False,False,False,0.18390700208882027,2.0197435449001766
mdd3,180,9,0.6296296296296297,0.5277777777777778,0.0625,0.6597912565540417,0.728395061728395,0.5742222172609424,0.09926470430579586,1.5156308528041007,0.6895943483799445,0.6639903494484558,False,False,False,0.3954475308641975,2.4292313551454527
mdd3,180,10,0.7307692307692307,0.3958333333333333,-0.1234567901234569,0.4912415186081038,0.625,0.5135135089554419,-0.1689408683834344,2.0356585137120335,0.5714285648979592,0.6827666125435193,False,True,True,0.25077160493827155,1.309977348022214
mdd3,180,42,0.5555555555555556,0.5384615384615384,0.0795454545454545,0.8692800392607192,0.7362637362637363,0.5468749950012207,0.1431818156045454,1.1503772585721388,0.698587119174703,0.5977101043068531,False,False,False,0.4079045954045954,3.296020023889468
mdd3,180,100,0.7407407407407407,0.6666666666666666,0.3636363636363636,0.8411962295067872,0.5061728395061728,0.7017543809787627,0.49090908428181823,1.1887832506078762,0.4356260973141849,0.6718400134513247,False,False,False,0.4349046015712682,1.7034223302569416
mdd3,180,123,0.6428571428571429,0.5833333333333334,0.1860465116279068,0.7893553474886568,0.7916666666666667,0.6116504804486758,0.2894056802526555,1.2668565437770785,0.761904753197279,0.6768640279978226,False,False,False,0.4888565891472868,3.7889054860780904
mdd3,180,2021,0.5555555555555556,0.5384615384615384,0.0795454545454545,0.8147406975404785,0.7857142857142857,0.5468749950012207,0.1431818156045454,1.2273843576796084,0.755102032186589,0.6205641517753508,False,False,False,0.4326298701298701,3.802123077756489
mdd3,180,7,0.6785714285714286,0.6388888888888888,0.284090909090909,0.7417168790528731,0.6444444444444444,0.6581325251250183,0.41866028091160906,1.3482233110222668,0.5936507868662131,0.6929423697552983,False,False,False,0.46426767676767666,2.086078663665243
mdd2,160,1,0.6666666666666666,0.5,0.0,0.4519751418276387,0.8055555555555556,0.5714285665306124,0.0,2.2125110107410313,0.7777777688888889,0.7790988720555991,False,True,True,0.4027777777777778,2.3244434669993352
mdd2,160,2,0.625,0.625,0.25,0.7892783465593088,0.6875,0.624999995,0.39999999360000005,1.2669801365886775,0.6428571355102042,0.6686184475903424,False,False,False,0.46875,2.525690628167688
mdd2,160,3,0.6666666666666666,0.6571428571428571,0.3142857142857143,0.4802996037615286,0.8071428571428572,0.6618704985973811,0.4714285643571429,2.0820337375838607,0.779591827825073,0.8463186642978318,False,False,True,0.5607142857142857,2.49044226074055
mdd2,160,4,0.7391304347826086,0.6666666666666666,0.3783783783783784,0.4498546386223276,0.9126984126984128,0.7010309228483367,0.5119236814682504,2.222940238724849,0.9002267470813089,0.9216924173440648,False,False,True,0.6455383955383955,5.152879815798616
mdd2,160,5,0.7692307692307693,0.6944444444444444,0.417910447761194,0.5686072405511825,0.7222222222222221,0.7299270023123235,0.5432835750268656,1.7586831666860465,0.6825396747392289,0.8289157805337353,False,False,False,0.5700663349917081,2.0469859922927602
mdd2,160,6,0.5,0.5,0.0,1.1957947780781006,0.5833333333333334,0.4999999950000001,0.0,0.8362638890634531,0.5238095178231293,0.4802014869241439,False,False,False,0.2916666666666667,2.8699073985096644
mdd2,160,7,0.5833333333333334,0.5833333333333334,0.1666666666666666,0.7858149416147059,0.798611111111111,0.5833333283333335,0.28571428081632644,1.272564231496465,0.7698412610430839,0.6615195535997532,False,False,False,0.48263888888888884,3.9019774473679343
mdd2,160,8,0.8,0.7465277777777778,0.5318352059925093,0.5944185288179186,0.7222222222222223,0.772339465145178,0.6647939991807116,1.6823163052562842,0.6825396747392292,0.8552626060796094,False,False,False,0.6270287141073658,2.139906626707869
mdd2,160,9,0.782608695652174,0.7222222222222222,0.4933920704845815,0.4465694978938347,0.9206349206349206,0.7512038473354994,0.6304454153412737,2.2392930603710974,0.9092970417622287,0.9679699074493966,False,False,True,0.707013495559751,5.626774964488669
mdd2,160,10,0.5652173913043478,0.5923076923076923,0.172661870503597,0.892412951683413,0.6230769230769231,0.5784455309750011,0.3054786885632794,1.120557458190252,0.5692307627252747,0.5972103227521423,False,False,False,0.39786939679026,2.3676261355291777
mdd2,160,42,0.5416666666666666,0.5071428571428571,0.0149253731343282,0.9343830719005948,0.5357142857142857,0.5238365443811273,0.02755453450852219,1.0702248567749495,0.4693877497376093,0.5188524653862945,False,False,False,0.27531982942430694,2.012517342285523
mdd2,160,100,0.72,0.7307692307692308,0.45141065830721,0.5925818937218856,0.8333333333333333,0.725344639751071,0.6269592389411356,1.6875304387785126,0.8095238002721088,0.8454382323095879,False,False,False,0.6423719958202716,3.5554911490018433
mdd2,160,123,0.7727272727272727,0.6875,0.4329896907216495,0.5225779778633117,0.8839285714285714,0.7276264541610018,0.5603395925059752,1.9135899774285272,0.8673469288629738,0.8905131541769394,False,False,False,0.6584591310751104,4.502209882939679
mdd2,160,2021,0.6818181818181818,0.5625,0.1538461538461539,0.9040305348312856,0.4821428571428571,0.6164383512103585,0.22564102233162409,1.106157314835667,0.4081632606413994,0.5817127178850984,False,False,False,0.3179945054945055,1.7457141025155891
mdd2,160,7,0.5833333333333334,0.5833333333333334,0.1666666666666666,0.7858149416147059,0.798611111111111,0.5833333283333335,0.28571428081632644,1.272564231496465,0.7698412610430839,0.6615195535997532,False,False,False,0.48263888888888884,3.9019774473679343
mdd3,160,1,0.625,0.375,-0.227272727272727,0.523630993910467,0.6375000000000001,0.46874999531250006,-0.36363635781818143,1.9097417695514929,0.5857142790204083,0.6195132121458966,False,True,False,0.20511363636363655,1.4444992536978607
mdd3,160,2,0.7307692307692307,0.7202380952380952,0.4484848484848485,0.6843940342899818,0.7083333333333334,0.7254654415133591,0.6137161000547302,1.4611465548877483,0.6666666590476191,0.7825298738172448,False,False,False,0.5784090909090909,2.346493751400152
mdd3,160,3,0.7916666666666666,0.7916666666666667,0.5833333333333333,0.3896715767403695,0.9305555555555556,0.7916666616666668,0.7368420959556787,2.5662635768880944,0.9206349101133788,1.0523998518892232,False,False,True,0.7569444444444444,5.611269897038458
mdd3,160,4,0.4,0.6052631578947368,0.1134751773049645,1.164328924954377,0.7894736842105263,0.4816753878786218,0.2836879361702128,0.8588638227385322,0.7593984875617616,0.5490463369925611,False,False,False,0.4514744307577454,5.53056213083159
mdd3,160,5,0.6521739130434783,0.5892857142857143,0.1785714285714286,0.6486677514454209,0.6785714285714286,0.6191369556132058,0.2738095196111112,1.541621241930859,0.6326530539941692,0.6949244182064751,False,False,False,0.4285714285714286,2.01807738615668
mdd3,160,6,0.625,0.55,0.1147540983606558,0.9022569085925252,0.6857142857142857,0.5851063779990947,0.1836065544393444,1.1083317616006192,0.6408163192069971,0.6053761428355907,False,False,False,0.40023419203747074,2.8708173450865737
mdd3,160,7,0.3846153846153846,0.33125,-0.3506493506493506,1.452052370007266,0.125,0.35594358132731596,-0.9116882879844161,0.6886803904381164,0.0,0.22967100212216102,False,False,False,-0.1128246753246753,1.659488403899865
mdd3,160,8,0.8461538461538461,0.7833333333333333,0.5666666666666667,0.4115410294419304,0.8250000000000001,0.8135326464629783,0.6696969617823691,2.4298913210601025,0.799999990857143,1.016855491202239,False,False,True,0.6958333333333333,2.3516628910017237
mdd3,160,9,0.6153846153846154,0.5892857142857143,0.1874999999999999,0.7504130904872925,0.6488095238095237,0.6020524465416855,0.30468749504882797,1.3325993367528288,0.5986394489407191,0.6489103727186506,False,False,False,0.4181547619047618,2.13676941715411
mdd3,160,10,0.7916666666666666,0.75,0.5161290322580645,0.4494728663278587,0.859375,0.7702702652739227,0.6519524535644715,2.2248283548717867,0.8392857046938776,0.9644174156749199,False,False,True,0.6877520161290323,3.1962512665980163
mdd3,160,42,0.625,0.55,0.1147540983606558,0.7003203035734961,0.7785714285714286,0.5851063779990947,0.1836065544393444,1.427918026391867,0.746938766973761,0.6745385721076307,False,False,False,0.44666276346604217,3.1627367120147762
mdd3,160,100,0.8333333333333334,0.7222222222222222,0.5,0.4268197735203412,0.75,0.7738095188350341,0.5999999928,2.3429092057358734,0.714285706122449,0.9581824109737597,False,False,True,0.625,1.7072790257902037
mdd3,160,123,0.68,0.6794871794871795,0.358974358974359,0.8966741048825859,0.5897435897435896,0.6797434880215022,0.5279034613166534,1.1152323719425579,0.5311355250654107,0.6672299095224145,False,False,False,0.47435897435897434,2.1856430773762527
mdd3,160,2021,0.64,0.6201298701298701,0.2474916387959866,0.7631905044923752,0.6558441558441559,0.6299082707922358,0.3867056795764528,1.3102888217434607,0.6066790283169893,0.6700353422767824,False,False,False,0.45166789732007123,2.217572344844611
mdd3,160,7,0.3846153846153846,0.33125,-0.3506493506493506,1.452052370007266,0.125,0.35594358132731596,-0.9116882879844161,0.6886803904381164,0.0,0.22967100212216102,False,False,False,-0.1128246753246753,1.659488403899865
mdd2,150,1,0.55,0.4791666666666667,-0.0465116279069768,0.9230582374983112,0.4583333333333333,0.5121457440115393,-0.08456659465692881,1.0833552516433471,0.38095237659863945,0.48900868554685006,False,False,False,0.20591085271317827,1.7041074839210513
mdd2,150,2,0.8571428571428571,0.8214285714285714,0.6666666666666667,0.3342233742519406,0.9285714285714286,0.8389057700782513,0.7777777687037039,2.992010873919555,0.9183673364431488,1.15211795551942,False,False,True,0.7976190476190477,4.679126584449449
mdd2,150,3,0.7,0.5952380952380952,0.2105263157894736,0.5321514849662637,0.7261904761904763,0.6433823479738864,0.30075187540279263,1.879164127995912,0.6870748220796892,0.7746780547932695,False,False,False,0.4683583959899749,1.9435097002007835
mdd2,150,4,0.6956521739130435,0.6856060606060606,0.3783783783783784,0.6450175603898944,0.803030303030303,0.6905925787608463,0.5439189111000846,1.5503453640736158,0.7748917660358688,0.7896014732047489,False,False,False,0.5907043407043406,3.274704371109857
mdd2,150,5,0.7272727272727273,0.725,0.4499999999999999,0.7271413741137059,0.6916666666666667,0.7261345802895272,0.6187499914921875,1.3752483655140526,0.6476190402176871,0.7663792446888271,False,False,False,0.5708333333333333,2.3582962719915996
mdd2,150,6,0.3636363636363636,0.3833333333333333,-0.2222222222222223,1.4618894026708482,0.4333333333333333,0.3732251471332942,-0.6111110943055563,0.6840462700752558,0.35238094835374145,0.3264922210911276,False,False,False,0.1055555555555555,2.5798047827167063
mdd2,150,7,0.7619047619047619,0.5833333333333334,0.146341463414634,0.3790120074802278,0.8518518518518519,0.6607669567400215,0.1920731682107468,2.638438766792316,0.8306878211942555,0.9201641225794175,False,True,True,0.49909665763324296,2.5583308778042033
mdd2,150,8,0.7391304347826086,0.8333333333333333,0.4651162790697674,0.4325278682347281,0.9333333333333332,0.7834101332667928,0.6292749572865535,2.311989701291141,0.9238095132517007,0.9944437417334617,False,False,True,0.6992248062015503,6.487917050333356
mdd2,150,9,0.7619047619047619,0.7638888888888888,0.5205479452054795,0.5661758651719537,0.7685185185185186,0.7628955303272734,0.6832191691149403,1.7662356236854655,0.7354497270445958,0.8715558934409737,False,False,False,0.6445332318619991,2.445879631880841
mdd2,150,10,0.7391304347826086,0.7261904761904762,0.4523809523809524,0.618134827953301,0.7222222222222222,0.7326033153818806,0.6120448096465646,1.6177700051838013,0.682539674739229,0.8133608063258301,False,False,False,0.5873015873015873,2.225285300521613
mdd2,150,42,0.7272727272727273,0.7083333333333333,0.3773584905660377,0.5413714352286091,0.7499999999999999,0.7176780952647226,0.518867917393868,1.8471605933662094,0.7142857061224489,0.8354365189658419,False,False,False,0.5636792452830188,2.165485654295009
mdd2,150,100,0.7368421052631579,0.7277777777777779,0.4632768361581921,0.5884329607803503,0.7777777777777778,0.7322818875935236,0.6287328405390293,1.6994289063609913,0.746031737505669,0.8397671796392453,False,False,False,0.620527306967985,2.6479482043539075
mdd2,150,123,0.5714285714285714,0.5357142857142857,0.0689655172413792,0.7456172495547078,0.6020408163265307,0.552995386710272,0.12068965306034467,1.3411706705893756,0.5451894981424408,0.5973440420888156,False,False,False,0.335503166783955,1.8736022723136194
mdd2,150,2021,0.8260869565217391,0.6722222222222223,0.4025974025974025,0.4272069638023428,0.7666666666666667,0.7412542268760399,0.4873547446130877,2.340785758012165,0.733333324952381,0.9327514337679016,False,True,True,0.5846320346320346,1.8308869092577449
mdd2,150,7,0.7619047619047619,0.5833333333333334,0.146341463414634,0.3790120074802278,0.8518518518518519,0.6607669567400215,0.1920731682107468,2.638438766792316,0.8306878211942555,0.9201641225794175,False,True,True,0.49909665763324296,2.5583308778042033
mdd3,150,1,0.6521739130434783,0.5089285714285714,0.0212765957446809,0.598049834436787,0.7232142857142857,0.5717151405124099,0.03262411297494098,1.6721014298427734,0.683673461574344,0.6810170172709994,False,False,False,0.3722454407294833,2.160696097965823
mdd3,150,2,0.9565217391304348,0.9615384615384616,0.9125475285171104,0.2893407316943731,1.0,0.9590235346687354,0.9540269516576063,3.456132704105277,0.9999999885714287,1.334817082774868,False,False,True,0.9562737642585553,28934073.169437308
mdd3,150,3,0.6818181818181818,0.6833333333333333,0.3636363636363636,0.6603059803507972,0.7,0.6825749117591626,0.5333333255111111,1.5144493834876998,0.657142849632653,0.7544293107830189,False,False,False,0.5318181818181817,2.2010198611353284
mdd3,150,4,0.7391304347826086,0.7261904761904762,0.4523809523809524,0.5047890227808679,0.8174603174603174,0.7326033153818806,0.6120448096465646,1.981025606858036,0.7913832109102689,0.8896178538111732,False,False,False,0.6349206349206349,2.765365799392541
mdd3,150,5,0.6521739130434783,0.6150793650793651,0.2396694214876034,0.6140888452188626,0.738095238095238,0.6330837254331474,0.3674931073127642,1.628428836480997,0.700680264101069,0.7371641110462147,False,False,False,0.4888823297914207,2.3447027740379145
mdd3,150,6,0.5217391304347826,0.5079365079365079,0.0155642023346304,0.7438191811463689,0.5952380952380952,0.5147453033118904,0.029831387236273346,1.3444127442568494,0.5374149598445093,0.5688984435504465,False,False,False,0.3054011487863628,1.8376708727250428
mdd3,150,7,0.4347826086956521,0.3526785714285714,-0.2832618025751072,0.9080178027353444,0.4107142857142857,0.38945032781255084,-0.6515021309381976,1.101299981095707,0.32653060851311955,0.3848771435117697,False,False,False,0.06372624156958925,1.5408786694026433
mdd3,150,8,0.6363636363636364,0.5803571428571428,0.169811320754717,0.6966260877160999,0.6517857142857144,0.607071375931208,0.26684635699268394,1.435490291389479,0.6020408094460643,0.665383598516037,False,False,False,0.4107985175202157,2.0005671688094355
mdd3,150,9,0.75,0.7428571428571429,0.4857142857142856,0.4616680137303985,0.8714285714285714,0.746411478253703,0.6476190389841269,2.1660586148456593,0.8530612147405249,0.9415924637463824,False,False,True,0.6785714285714285,3.5907509386224716
