random_state,accuracy,balanced_accuracy,kappa,log_loss,roc_auc,harmonic_acc,kappa_acc_ratio,inv_log_loss,roc_auc_norm,composite_score,overfitting_flag,imbalance_signal,overconfident_model,stability_index,error_confidence_ratio
1,0.6666666666666666,0.5,0.0,0.4519751418276387,0.8055555555555556,0.5714285665306124,0.0,2.2125110107410317,0.7777777688888889,0.7790988720555991,False,True,True,0.4027777777777778,2.3244434669993352
2,0.625,0.625,0.25,0.7892783465593088,0.6875,0.624999995,0.3999999936,1.2669801365886777,0.6428571355102042,0.6686184475903424,False,False,False,0.46875,2.525690628167688
3,0.6666666666666666,0.6571428571428571,0.3142857142857143,0.4802996037615286,0.8071428571428572,0.6618704985973811,0.4714285643571429,2.0820337375838607,0.779591827825073,0.8463186642978318,False,False,True,0.5607142857142857,2.49044226074055
4,0.7391304347826086,0.6666666666666666,0.3783783783783784,0.4498546386223276,0.9126984126984128,0.7010309228483367,0.5119236814682504,2.222940238724849,0.9002267470813089,0.9216924173440648,False,False,True,0.6455383955383955,5.152879815798616
5,0.7692307692307693,0.6944444444444444,0.417910447761194,0.5686072405511825,0.7222222222222221,0.7299270023123235,0.5432835750268656,1.7586831666860463,0.6825396747392289,0.8289157805337353,False,False,False,0.5700663349917081,2.04698599229276
6,0.5,0.5,0.0,1.1957947780781006,0.5833333333333334,0.4999999950000001,0.0,0.8362638890634531,0.5238095178231293,0.4802014869241439,False,False,False,0.2916666666666667,2.8699073985096644
7,0.5833333333333334,0.5833333333333334,0.1666666666666666,0.7858149416147059,0.798611111111111,0.5833333283333335,0.2857142808163264,1.272564231496465,0.7698412610430839,0.6615195535997532,False,False,False,0.4826388888888888,3.9019774473679343
8,0.8,0.7465277777777778,0.5318352059925093,0.5944185288179186,0.7222222222222223,0.772339465145178,0.6647939991807116,1.6823163052562842,0.6825396747392292,0.8552626060796094,False,False,False,0.6270287141073658,2.139906626707869
9,0.782608695652174,0.7222222222222222,0.4933920704845815,0.4465694978938347,0.9206349206349206,0.7512038473354994,0.6304454153412737,2.239293060371097,0.9092970417622288,0.9679699074493966,False,False,True,0.707013495559751,5.626774964488669
10,0.5652173913043478,0.5923076923076923,0.172661870503597,0.892412951683413,0.6230769230769231,0.5784455309750011,0.3054786885632794,1.120557458190252,0.5692307627252747,0.5972103227521423,False,False,False,0.39786939679026,2.3676261355291777
42,0.5416666666666666,0.5071428571428571,0.0149253731343282,0.9343830719005948,0.5357142857142857,0.5238365443811273,0.0275545345085221,1.0702248567749495,0.4693877497376093,0.5188524653862945,False,False,False,0.2753198294243069,2.012517342285523
100,0.72,0.7307692307692308,0.45141065830721,0.5925818937218856,0.8333333333333333,0.725344639751071,0.6269592389411356,1.6875304387785126,0.8095238002721088,0.8454382323095879,False,False,False,0.6423719958202716,3.5554911490018437
123,0.7727272727272727,0.6875,0.4329896907216495,0.5225779778633117,0.8839285714285714,0.7276264541610018,0.5603395925059752,1.9135899774285272,0.8673469288629738,0.8905131541769394,False,False,False,0.6584591310751104,4.502209882939679
2021,0.6818181818181818,0.5625,0.1538461538461539,0.9040305348312856,0.4821428571428571,0.6164383512103585,0.225641022331624,1.106157314835667,0.4081632606413994,0.5817127178850984,False,False,False,0.3179945054945055,1.7457141025155891
7,0.5833333333333334,0.5833333333333334,0.1666666666666666,0.7858149416147059,0.798611111111111,0.5833333283333335,0.2857142808163264,1.272564231496465,0.7698412610430839,0.6615195535997532,False,False,False,0.4826388888888888,3.9019774473679343
