random_state,accuracy,balanced_accuracy,kappa,log_loss,roc_auc,harmonic_acc,kappa_acc_ratio,inv_log_loss,roc_auc_norm,composite_score,overfitting_flag,imbalance_signal,overconfident_model,stability_index,error_confidence_ratio
1,0.5,0.4583333333333333,-0.0869565217391306,1.0096907798686063,0.4270833333333333,0.4782608645746692,-0.1739130400000003,0.9904022201986538,0.345238091292517,0.4441478063607652,False,False,False,0.1700634057971013,1.762369330463848
2,0.4090909090909091,0.59375,0.1118012422360248,0.9898976934955108,0.9375,0.484419258625621,0.2732919187853693,1.010205394424915,0.9285714179591836,0.6047255063637049,False,False,False,0.5246506211180124,15.838360561790484
3,0.8181818181818182,0.8,0.6206896551724137,0.4705338455078935,0.8916666666666666,0.8089887590455752,0.7586206803831417,2.1252455871014884,0.8761904661768708,0.991673834121914,False,False,True,0.7561781609195402,4.343388942221574
4,0.7727272727272727,0.7583333333333333,0.5299145299145299,0.5624431872485437,0.8333333333333334,0.7654626372567507,0.6857717357205809,1.77795732065384,0.8095238002721089,0.8908506891548287,False,False,False,0.6816239316239316,3.374658921011728
5,0.95,0.9375,0.8936170212765957,0.3928671963426285,0.8958333333333334,0.9437086042717424,0.9406494861790536,2.5453893423923937,0.8809523708843539,1.1639164287272192,False,False,True,0.8947251773049645,3.771524722822862
6,0.6666666666666666,0.6111111111111112,0.246153846153846,0.6286735816959739,0.8425925925925926,0.6376811544297418,0.3692307636923075,1.5906505589049766,0.8201058107331822,0.7589862673499043,False,False,False,0.5443732193732193,3.9939260299838266
7,0.6,0.6,0.1999999999999999,0.587309786541851,0.7100000000000001,0.5999999950000001,0.3333333277777777,1.7026789028347855,0.6685714209306124,0.7191161196113403,False,False,False,0.4549999999999999,2.025206090654449
8,0.55,0.4791666666666667,-0.0465116279069768,0.9119027687034912,0.6666666666666666,0.5121457440115393,-0.0845665946569288,1.0966081290176153,0.6190476119727891,0.5386156642278203,False,False,False,0.3100775193798449,2.7357082240392265
9,0.8695652173913043,0.7,0.5106382978723404,0.3660160393656624,0.8666666666666667,0.7756232637564168,0.5872340358,2.732120631685651,0.8476190379319729,1.0483289513679197,False,True,True,0.6886524822695035,2.745120089358462
10,0.4090909090909091,0.375,-0.2434782608695651,0.9321636907425804,0.4017857142857143,0.3913043428355388,-0.5951690675770264,1.072772946643792,0.3163265269970846,0.3836822355382783,False,False,False,0.0791537267080746,1.558243755491582
42,0.6,0.7142857142857143,0.3103448275862069,0.7017358520243422,0.8690476190476191,0.6521739080812855,0.5172413706896553,1.4250376161697595,0.8503401263362489,0.7589468204020734,False,False,False,0.589696223316913,5.35870973352078
100,0.7391304347826086,0.6517857142857143,0.3300970873786408,0.4313094636136699,0.8660714285714286,0.6927155964710149,0.4466019357053113,2.318520832899011,0.8469387658309039,0.9144094784749092,False,False,True,0.5980842579750347,3.220443754522269
123,0.5714285714285714,0.5909090909090909,0.1746724890829695,0.6517374351965922,0.8363636363636364,0.5810055815935833,0.3056768505458517,1.5343602049723517,0.812987003695733,0.7095367204318603,False,False,False,0.5055180627233029,3.9828396383611984
2021,0.4090909090909091,0.3833333333333333,-0.2434782608695651,0.979917266198585,0.5666666666666667,0.3957934940492599,-0.5951690675770264,1.0204943052737292,0.5047618989931973,0.4156108470653247,False,False,False,0.1615942028985507,2.261347485196408
7,0.6,0.6,0.1999999999999999,0.587309786541851,0.7100000000000001,0.5999999950000001,0.3333333277777777,1.7026789028347855,0.6685714209306124,0.7191161196113403,False,False,False,0.4549999999999999,2.025206090654449
