condition,channel,mean,variance,skewness,kurtosis,peak_to_peak,fft_mean,fft_std,fft_max,wavelet_energy,wavelet_entropy,wavelet_coefficients_mean,wavelet_coefficients_std,delta_power,theta_power,slow_alpha_power,alpha_power,beta_power,gamma_power,alpha_beta_ratio
EO,Mass,-1.4509809452996535e-08,6.096362721945723e-11,-0.06830124216522739,0.7139484450376372,7.791327841200712e-05,0.0006088964804313999,0.0018130797646196293,0.02896938833765618,0.0015292479374531228,15.547264063787859,1.1018745875603938e-05,8.814653083053651e-06,3.8822095251112e-12,3.3357856228784814e-12,5.537988031340077e-12,3.6425387258008635e-12,6.077967900162991e-13,2.0956688050955001e-13,0.0362053324098071
EO,F3_F4_alpha_asymmetry,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12,2.169145054440496e-12
EO,Fz_theta_beta_ratio,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084,0.21205141656021084
EC,Fp1,-6.120447262273557e-10,3.916291215732732e-11,0.16246048007863287,0.5334880662857477,5.930859716492597e-05,0.0004951798936813866,0.0014508356526574753,0.02734649278002376,0.0009372721121489391,15.543775231324926,8.536584307470436e-06,7.010639386941679e-06,2.9379196987263247e-12,2.0150985102583273e-12,2.7463761384025377e-12,1.8659725532356872e-12,4.1152257225158353e-13,1.3689232723801847e-13,0.01858325125876881
EC,Fp2,-1.3010874239415442e-08,4.144551897390762e-11,0.15240815495299392,0.36892784410146007,6.0364272341531115e-05,0.0005043410669997334,0.0014942404072763012,0.02173097437295546,0.0009631086626529017,15.549365351455629,8.723963585566752e-06,7.01985934657896e-06,3.5062260087050123e-12,2.089911596418867e-12,2.656956336704071e-12,1.9137085024553833e-12,4.359384660515145e-13,1.3250732534857303e-13,0.019054021216740442
EC,F7,-1.5227235332667158e-08,5.2022529065077205e-11,0.069940336902889,1.2832307011001358,7.805321877227655e-05,0.0005394457413149323,0.0016825076977690092,0.03399123756176569,0.0010372836226855578,15.546343505913338,9.050691961957446e-06,7.2888744197106965e-06,5.1328120389623295e-12,2.051030370765427e-12,2.7788851469487615e-12,2.29381023149064e-12,3.9212317781234735e-13,1.5064623927989996e-13,0.022848508019178884
EC,F3,3.588575476305861e-08,5.17598603859417e-11,-0.067142164122028,0.7815402599415444,7.216701812096302e-05,0.0005492465836914566,0.001674653077815528,0.03283294571977993,0.001240327799258918,15.546737665902997,9.887431003340575e-06,7.982199080678393e-06,4.688392783905995e-12,2.714250761094045e-12,3.272144548453773e-12,2.1711644891946095e-12,5.632657017772901e-13,1.1854878929077367e-13,0.021590035626261862
EC,Fz,2.3440979130820984e-08,5.7035244288389204e-11,0.08729514226622828,0.48532253059340347,7.81993441203357e-05,0.000586365580678422,0.0017546613217407732,0.023659889724826293,0.0016849764894811318,15.526875630283836,1.1318539231660684e-05,9.55278730534711e-06,3.892434641041819e-12,3.5522800847463294e-12,3.8088278712090115e-12,2.4411392021945297e-12,7.114638865304875e-13,1.1904719383513418e-13,0.024238940712299747
EC,F4,6.886291372073903e-09,4.671722365802346e-11,0.1049013559520948,0.24267418674008834,6.574616212184648e-05,0.0005317917895893905,0.0015876568309011127,0.023015940647466437,0.0011963695214774605,15.5503929752471,9.781556732689602e-06,7.75081068274791e-06,3.3114758950296805e-12,2.6860745597064805e-12,3.0743846288691465e-12,2.1855909950779453e-12,5.342233634557058e-13,1.1628701735017655e-13,0.02173977101485632
EC,F8,-1.6486361214821014e-08,4.317760547502735e-11,0.018405315803979985,0.560135121826236,6.129030905149875e-05,0.0005233335456726899,0.001522229692713007,0.027889462472593687,0.0010505828580656376,15.535593371384882,8.964744278024068e-06,7.510491787353388e-06,3.0825377527461147e-12,2.1320260956134522e-12,2.5714608405785604e-12,2.1996032093719154e-12,4.185376007429715e-13,1.6599930784713665e-13,0.021904354135462347
EC,FC3,1.2741546195285344e-08,5.139681347592439e-11,0.003910897272643812,0.44270475138487075,6.944756544889783e-05,0.0005622333378285198,0.0016637832779518005,0.025564523916595888,0.0014568915404321514,15.53908648685081,1.0650517243482039e-05,8.731406022405121e-06,3.251629687048968e-12,3.217796349202721e-12,3.819958731806643e-12,2.4595487916040954e-12,6.774382455919442e-13,1.1395406136172635e-13,0.02442998982159525
EC,FCz,2.6211242584458296e-08,6.805652103438822e-11,0.039810344306710585,0.33446213984753115,7.999101292632085e-05,0.0006413643917428714,0.0019164281138864645,0.029200766327872604,0.0019609021500083226,15.537207491555527,1.2351633005287106e-05,1.0135317940690741e-05,4.716285045859119e-12,4.123662533395657e-12,4.314101868255047e-12,2.684043637998553e-12,9.215112584795907e-13,1.2798218372117752e-13,0.026595357169436312
EC,FC4,1.5199274801827723e-08,5.021171640890491e-11,0.0925579617471708,0.3489505099833208,6.134061120247804e-05,0.0005602171292108236,0.0016429624223570029,0.022318669061747426,0.0013852110974076665,15.54614057674013,1.0489616996376098e-05,8.384921748651474e-06,3.3635681871324666e-12,3.244091900525052e-12,3.7299484419443495e-12,2.4351863912025935e-12,6.576599118134869e-13,1.2168631464847555e-13,0.024192757842136092
EC,T7,-3.6387031229800515e-08,4.1703507118334866e-11,-0.23945239198808282,1.1938483137779397,6.51662084462969e-05,0.00048558695627987547,0.0015056130045379029,0.022278874878159223,0.0010923150103862782,15.500590311349958,8.896663020932101e-06,7.940816896987014e-06,2.5957502915261997e-12,2.0515680083495514e-12,3.1051273456334773e-12,3.16625881483468e-12,3.544546485925822e-13,9.988378386327349e-14,0.031550755030475226
EC,C3,5.4282067440281386e-09,5.346570390989234e-11,-0.04314806241862544,0.39712751714112704,6.79384902425854e-05,0.0005497439895639208,0.0017047600241846268,0.025181012061717988,0.00154660480422967,15.525196499386071,1.0877463890085522e-05,9.112157297219126e-06,3.1051506160792573e-12,3.47197354040294e-12,5.1072684606216645e-12,3.3864917334412495e-12,5.909586662363568e-13,8.816810779610434e-14,0.033665965394342495
EC,Cz,2.9716556524311824e-08,7.259529977850518e-11,0.010310397583398252,0.30754235895507787,7.776535622620995e-05,0.0006738567781020109,0.0019754344786364997,0.025778716671546638,0.0018872482673790378,15.556440868923113,1.2361072254169516e-05,9.638593746981072e-06,4.806109152470192e-12,4.0263607142533356e-12,4.774505811391281e-12,3.0804371121811947e-12,1.136822996285652e-12,1.3302917956928547e-13,0.030458116252023524
EC,C4,1.7732634430440783e-08,4.7723409304001665e-11,0.0807836889907935,0.6645993179517138,6.473054093354826e-05,0.0005309252157691252,0.0016068513788754053,0.023263612606447773,0.001332184556732,15.529450773217299,1.0137440356276611e-05,8.40641531927187e-06,3.135592420347074e-12,3.066248356884434e-12,4.450702790630438e-12,2.9535117032023144e-12,5.216657743787435e-13,9.596682514954734e-14,0.029381842018331477
EC,T8,-2.006703964357168e-09,4.763366262139204e-11,-0.29728825789984453,1.8148994068515938,7.981038892267633e-05,0.0005082807923704396,0.001612482352772359,0.027779124100228363,0.0013980914462595384,15.47045004798766,9.719193654122213e-06,9.356982921888426e-06,2.7456960158878127e-12,2.728832207637702e-12,4.497637546740688e-12,3.963237515890123e-12,3.806040531654987e-13,8.576760042693189e-14,0.03948210466825879
EC,CP3,-6.1996243242051935e-09,8.101643670323217e-11,-0.14112822239599418,0.4574265351782989,7.420651614996023e-05,0.0006423406214552502,0.002109292815760573,0.03369469553872276,0.0023963286878254963,15.50298632670262,1.3330211708709396e-05,1.1587951677770983e-05,4.115685756694297e-12,5.255205254324193e-12,9.938820976597703e-12,6.790843503353403e-12,7.595105137243343e-13,9.316138115652966e-14,0.06739655114172502
EC,CPz,7.968333375309412e-09,8.15528129952034e-11,-0.05176800951421474,0.4682007303320641,8.034290931966199e-05,0.0006823971407569496,0.0021043385439485627,0.0277829326102772,0.002092171407631065,15.530374377210027,1.2713439545744267e-05,1.0523580681388081e-05,4.926613773948203e-12,4.178073570233188e-12,7.569226682101478e-12,5.81494016005431e-12,1.0009386444765849e-12,1.1605584137440487e-13,0.057573129894593414
EC,CP4,9.735950629851121e-09,7.227527847754371e-11,-0.052804873644314666,0.8276439278281988,8.550806526975098e-05,0.0006142174134433396,0.001989952221375949,0.03361528293255545,0.001995207513473836,15.498725652480996,1.20207360282282e-05,1.0735715498789043e-05,4.486542353269552e-12,4.30506218486713e-12,8.579845232050037e-12,5.949519834882423e-12,6.340485285219631e-13,1.056587673023055e-13,0.05912034666076457
EC,P7,-3.6208270199829626e-08,5.613923911917787e-11,-0.05396732696378055,0.7513297842093203,6.59537157488723e-05,0.0005289445916436235,0.0017575994689925534,0.029024627919116232,0.0016431123517504909,15.483695978616128,1.077728183322338e-05,9.887620030274316e-06,2.943679628501405e-12,3.367418871208148e-12,6.813294854824384e-12,5.391104573793229e-12,4.131467055968182e-13,7.945686160262727e-14,0.053689230451063434
EC,P3,-3.057969290351873e-08,1.016708591784807e-10,-0.17862802437097627,0.5588404489673486,8.430052664618896e-05,0.0006816410519424209,0.00237414999109606,0.04310030542242978,0.003066070169759957,15.47813465004203,1.478141618022864e-05,1.3441642280340823e-05,4.761510995730148e-12,6.224877237769871e-12,1.3855122706429373e-11,1.0379415252812428e-11,7.645645936415733e-13,8.415171069398533e-14,0.10300660053134778
EC,Pz,-1.0352293062277783e-08,1.1151644830976364e-10,-0.18039719541864502,0.6645194677501234,9.522949527838754e-05,0.0007199502154267333,0.0024846868344100097,0.04314210782984479,0.0030532768640760153,15.474112662136731,1.458149164848158e-05,1.3597152923015939e-05,5.750075558167263e-12,5.23166598235816e-12,1.35270369569111e-11,1.2001688872985418e-11,8.830244157280216e-13,9.42267697277461e-14,0.11896638649063253
EC,P4,1.847366863231807e-09,9.247183942915261e-11,-0.1431509793408294,0.9820225693403084,9.566983281625865e-05,0.0006487736856934302,0.0022645607790148527,0.04281682716818999,0.0027150554994096873,15.456489713458035,1.3521249415617167e-05,1.3063140711622813e-05,4.609043606459103e-12,5.4878655408874205e-12,1.3047536766549027e-11,9.697500776464755e-12,6.510967420468386e-13,8.681096350429175e-14,0.0963476910869431
EC,P8,-2.091868114286901e-08,7.030783433763283e-11,-0.1411332730622384,1.2544971420542552,8.289691350492896e-05,0.0005705295934128943,0.0019732270708711385,0.03680550326410295,0.00208580345994047,15.441532459096297,1.1653551209172253e-05,1.1650879973459392e-05,3.5531163227436145e-12,3.984866481222958e-12,9.652315257901949e-12,7.492699586477662e-12,4.4226039533810256e-13,9.13781852358323e-14,0.07459708251274506
EC,O1,-4.563789831736268e-08,1.0050490840465317e-10,-0.0893536376676867,0.6754418947445164,9.13813773135943e-05,0.0006523110853405268,0.0023676600862893786,0.042889317459671526,0.002829745723403425,15.444370798000927,1.372604293328913e-05,1.3416294555981479e-05,4.9152445290409394e-12,4.312751594407415e-12,1.2322090544052529e-11,1.3307640518707564e-11,5.714773606083011e-13,8.914808371509293e-14,0.13232022505736682
EC,Oz,-4.7562714891601494e-08,1.0858152286796791e-10,-0.1582141892113622,0.8132772285390066,9.611936072351487e-05,0.0006670477350349526,0.0024639504211812794,0.04356163821202771,0.002926756704350543,15.424407425962201,1.3647725603912389e-05,1.3956021773495242e-05,5.3950802523388005e-12,3.909767365529129e-12,1.2643717295098674e-11,1.492387783932188e-11,5.795807597362582e-13,9.374333856722225e-14,0.14837880339720172
EC,O2,-3.5853881812929736e-08,1.0679349355849796e-10,-0.20663886533316775,1.0714318673607268,9.435259396501998e-05,0.0006581523327925011,0.0024444801908405115,0.0502041567898289,0.0029795730791899407,15.40720572282353,1.3527178424241928e-05,1.4315114477576486e-05,4.966922952248752e-12,4.221447561097871e-12,1.4230218747705245e-11,1.476132183189039e-11,5.465563407343707e-13,9.048077931617846e-14,0.14681081450335207
EC,Erbs,1.8506324025008675e-08,2.1790120067885238e-09,-4.065782573157164,19.65417869964549,0.0003851441952826499,0.0032635992621053225,0.01095943757333752,0.1892281737642292,0.07410752182444,15.378437809405266,7.205014012282987e-05,6.675887219724605e-05,8.471600651622948e-11,1.7738307916836097e-10,1.7258133153579827e-10,8.468147049387253e-11,4.6011714653943206e-11,1.1429610285398132e-12,0.5799635371351733
EC,OrbOcc,-4.169935544891841e-08,3.9892297493459304e-11,0.10968661617038239,0.49249089132018575,6.221596863686333e-05,0.00048412270374580346,0.0014695667503815775,0.0323349159858465,0.0007526598514899211,15.5527395036219,7.722710091128298e-06,6.192546769690577e-06,3.815848662983072e-12,1.4859837452628774e-12,2.3269511116596493e-12,1.7323094496169875e-12,3.6835742343428103e-13,1.2212718915621614e-13,0.01725951778117396
EC,Mass,4.583436258393992e-09,2.8878980342807098e-11,-0.47247630789117584,1.7069064303790142,5.4799719409881454e-05,0.00043186645089133527,0.0012435800579972246,0.02277385988445034,0.0006549452866572045,15.565379913746163,7.359591665184716e-06,5.577002307715829e-06,2.1526513328776344e-12,1.3817917560403335e-12,1.6641231164897722e-12,1.13372341466263e-12,3.6255100801024795e-13,1.1428402620392048e-13,0.011296279371895838
EC,F3_F4_alpha_asymmetry,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14,1.4426505883335808e-14
EC,Fz_theta_beta_ratio,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237,0.03527185434171237
